Price,Adj Close,Close,High,Low,Open,Volume,Normalized_Open,Normalized_High,Normalized_Low,Normalized_Close,Normalized_Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
Date,,,,,,,,,,,
2023-01-03,123.76844787597656,125.06999969482422,130.89999389648438,124.16999816894531,130.27999877929688,112117500,0.059297271439991306,0.04356294112581405,0.0,0.000684129826839186,0.6758489436646739
2023-01-04,125.04505157470703,126.36000061035156,128.66000366210938,125.08000183105469,126.88999938964844,89113600,0.01222048642288831,0.012387015141879676,0.012494900991768976,0.018333614647017216,0.49931547322134306
2023-01-05,123.7189712524414,125.0199966430664,127.7699966430664,124.76000213623047,127.12999725341797,80962700,0.015553327092931557,0.0,0.00810111152617865,0.0,0.43676492030481384
2023-01-06,128.27113342285156,129.6199951171875,130.2899932861328,124.88999938964844,126.01000213623047,87754700,0.0,0.03507302291696024,0.009886052486629548,0.06293608187762634,0.48888718354066096
2023-01-09,128.79559326171875,130.14999389648438,133.41000366210938,129.88999938964844,130.47000122070312,70790800,0.06193582769286832,0.07849696783326143,0.07853907835910734,0.07018739875447455,0.3587050779301506
2023-01-10,129.36956787109375,130.72999572753906,131.25999450683594,128.1199951171875,130.25999450683594,63896200,0.059019472913849125,0.0485733881403847,0.05423584853677599,0.07812284545816195,0.3057954554175075
2023-01-11,132.10086059570312,133.49000549316406,133.50999450683594,130.4600067138672,131.25,69458900,0.07276763933232999,0.079888628888934,0.08636562387452562,0.11588464072171623,0.3484839880591516
2023-01-12,132.0216827392578,133.41000366210938,134.25999450683594,131.44000244140625,133.8800048828125,71379600,0.10929041123611327,0.09032704247178369,0.09982155828205697,0.11479007475219616,0.363223568594648
2023-01-13,133.3576202392578,134.75999450683594,134.9199981689453,131.66000366210938,132.02999877929688,57809700,0.08359945097179167,0.09951289739350777,0.10284230818143869,0.13326032747417993,0.2590872464680106
2023-01-17,134.5253448486328,135.94000244140625,137.2899932861328,134.1300048828125,134.8300018310547,63646600,0.12248298060231,0.1324982163568913,0.1367569197234353,0.1494049145657128,0.30388000828799233
2023-01-18,133.80294799804688,135.2100067138672,138.61000061035156,135.02999877929688,136.82000732421875,69672800,0.15011810675324821,0.15086992620033945,0.14911438057551818,0.13941728714862012,0.35012547099586355
2023-01-19,133.8623504638672,135.27000427246094,136.25,133.77000427246094,134.0800018310547,58280400,0.11206776080296699,0.11802370963150288,0.13181389348012051,0.14023815943398232,0.26269942981681993
2023-01-20,136.4352569580078,137.8699951171875,138.02000427246094,134.22000122070312,135.27999877929688,80223600,0.12873207010227805,0.1426584251506473,0.13799262390616196,0.17581061399138398,0.4310930173664136
2023-01-23,139.6415252685547,141.11000061035156,143.32000732421875,137.89999389648438,138.1199951171875,81760300,0.1681709848868913,0.21642325694346587,0.18852115038234984,0.2201395963049475,0.44288575616419423
2023-01-24,141.04676818847656,142.52999877929688,143.16000366210938,140.3000030517578,140.30999755859375,66435100,0.19858346060468324,0.21419634441030833,0.22147472850858385,0.23956767253792854,0.32527914418804527
2023-01-25,140.38372802734375,141.86000061035156,142.42999267578125,138.80999755859375,140.88999938964844,65799300,0.2066379226772912,0.20403613561655232,0.2010160513741186,0.23040091740619806,0.3203999723733586
2023-01-26,142.46188354492188,143.9600067138672,144.25,141.89999389648438,143.1699981689453,54105100,0.2383001739154389,0.22936678784856723,0.243443571080332,0.25913269999654487,0.23065789776607906
2023-01-27,144.411376953125,145.92999267578125,147.22999572753906,143.0800018310547,143.16000366210938,70555800,0.2381613806014624,0.27084202502080434,0.25964579413268885,0.28608557802342016,0.35690167217920477
2023-01-30,141.51185607910156,143.0,145.5500030517578,142.85000610351562,144.9600067138672,64015300,0.2631579504995234,0.24746008053285373,0.2564878136060291,0.24599811712941477,0.306709436800221
2023-01-31,142.7884521484375,144.2899932861328,144.33999633789062,142.27999877929688,142.6999969482422,65874500,0.23177328588932866,0.23061934650969262,0.24866126809061084,0.26364749756603656,0.3209770622136613
2023-02-01,143.9165802001953,145.42999267578125,146.61000061035156,141.32000732421875,143.97000122070312,77663600,0.24940978408104253,0.2622130044174036,0.23548000445004358,0.27924469728925305,0.41144740578164196
2023-02-02,149.25048828125,150.82000732421875,151.17999267578125,148.1699981689453,148.89999389648438,118339000,0.31787239385092625,0.32581762741646636,0.32953452418789353,0.3529895920200026,0.7235931516625865
2023-02-03,152.89218139648438,154.5,157.3800048828125,147.8300018310547,148.02999877929688,154357300,0.30579080669110925,0.41210868293074543,0.32486616871154284,0.40333837401525874,0.9999999999999998
2023-02-06,150.1510009765625,151.72999572753906,153.10000610351562,150.77999877929688,152.57000732421875,69858300,0.36883772253945124,0.3525401530742214,0.36537141207382295,0.36543983629318144,0.35154901042905706
2023-02-07,153.04061889648438,154.64999389648438,155.22999572753906,150.63999938964844,150.63999938964844,83322600,0.34203578006875035,0.3821851032378685,0.3634491357298899,0.4053905547286638,0.4548749510778226
2023-02-08,150.33905029296875,151.9199981689453,154.5800018310547,151.1699981689453,153.8800048828125,64120100,0.3870296058852605,0.3731385630807591,0.37072633971138,0.3680394043749027,0.3075136790244726
2023-02-09,149.29998779296875,150.8699951171875,154.3300018310547,150.4199981689453,153.77999877929688,56007100,0.3856408251527388,0.36965909188647594,0.3604283858305084,0.3536735130797293,0.24525397324820233
2023-02-10,149.6666717529297,151.00999450683594,151.33999633789062,149.22000122070312,149.4600067138672,57450700,0.32564926929558147,0.3280445399496237,0.3439517015235951,0.35558895133461177,0.2563322564059274
2023-02-13,152.4814453125,153.85000610351562,154.25999450683594,150.9199981689453,150.9499969482422,62199000,0.3463407036821018,0.368684738014444,0.367293688417756,0.39444531256768633,0.292771028862166
2023-02-14,151.83718872070312,153.1999969482422,153.77000427246094,150.86000061035156,152.1199951171875,61707600,0.3625884211412942,0.3618651103904924,0.36646988562927185,0.38555204235300145,0.288999992325933
2023-02-15,153.94827270507812,155.3300018310547,155.5,152.8800048828125,153.11000061035156,65573800,0.37633658755977506,0.3859429915913133,0.394205766745227,0.41469426108602936,0.31866947025915315
2023-02-16,152.34266662597656,153.7100067138672,156.3300018310547,153.35000610351562,153.50999450683594,68167900,0.3818912866934825,0.3974948614407421,0.40065916793823253,0.39252987431280384,0.3385767675294875
2023-02-17,151.19296264648438,152.5500030517578,153.0,150.85000610351562,152.35000610351562,59144100,0.3657825744464558,0.35114827964848083,0.36633265500199363,0.3766589809054295,0.2693275215065728
2023-02-21,147.15919494628906,148.47999572753906,151.3000030517578,148.41000366210938,150.1999969482422,58867200,0.335925483882759,0.32748791800136856,0.33282994485423933,0.3209741115210949,0.26720257234726685
2023-02-22,147.58538818359375,148.91000366210938,149.9499969482422,147.16000366210938,148.8699951171875,51011300,0.31745580201080803,0.3086986886042118,0.31566668838611966,0.326857377511377,0.20691586920320157
2023-02-23,148.0709991455078,149.39999389648438,150.33999633789062,147.24000549316406,150.08999633789062,48394200,0.33439790983626083,0.3141266551724906,0.3167651619415681,0.3335613070199088,0.18683206839128527
2023-02-24,145.40492248535156,146.7100067138672,147.19000244140625,145.72000122070312,147.11000061035156,55469600,0.29301482916503097,0.2702854030725488,0.295894583412861,0.2967575440344643,0.24112916222210282
2023-02-27,146.60415649414062,147.9199981689453,149.1699981689453,147.4499969482422,147.7100067138672,44998500,0.30134708976378133,0.29784275546765326,0.319648471701264,0.3133123585015658,0.16077323899346932
2023-02-28,146.0987091064453,147.41000366210938,149.0800018310547,146.8300018310547,147.0500030517578,50547000,0.2921816454847941,0.29659019680652743,0.3111355635370472,0.3063347353088759,0.20335279988335417
2023-03-01,144.01736450195312,145.30999755859375,147.22999572753906,145.00999450683594,146.8300018310547,55479000,0.2891264973917982,0.27084202502080434,0.28614576155350946,0.27760295271852886,0.24120129845214064
2023-03-02,144.61204528808594,145.91000366210938,146.7100067138672,143.89999389648438,144.3800048828125,52238100,0.25510348842691566,0.2636048778431441,0.27090478142932306,0.28581209310637434,0.21633041462984134
2023-03-03,149.6865234375,151.02999877929688,151.11000061035156,147.3300018310547,148.0399932861328,70732300,0.30592960000508573,0.3248434859145022,0.3180008661242948,0.35586264501876985,0.35825614500917047
2023-03-06,152.46157836914062,153.8300018310547,156.3000030517578,153.4600067138672,153.7899932861328,87558000,0.38577961846671527,0.3970773418870335,0.4021695428879235,0.39417161888352825,0.48737769455678415
2023-03-07,150.25144958496094,151.60000610351562,154.02999877929688,151.1300048828125,153.6999969482422,56182000,0.3845298429463597,0.3654836839793225,0.37017720768985973,0.363661349263934,0.24659616757092753
2023-03-08,151.5101318359375,152.8699951171875,153.47000122070312,151.8300018310547,152.80999755859375,47204800,0.3721704572604001,0.357689702483339,0.379788589409525,0.3810370360163977,0.1777045330713918
2023-03-09,149.25039672851562,150.58999633789062,154.5399932861328,150.22999572753906,153.55999755859375,53833600,0.3825856770597429,0.3725817287624358,0.357819537325369,0.3498426365699647,0.22857438856870974
2023-03-10,147.1790008544922,148.5,150.94000244140625,147.61000061035156,150.2100067138672,68572400,0.3360644890949247,0.3224774709867979,0.3218454188121609,0.321247805205253,0.34168092764122193
2023-03-13,149.13150024414062,150.47000122070312,153.13999938964844,147.6999969482422,147.80999755859375,84457100,0.30273565859811336,0.35309677502247694,0.32308112299488756,0.34820089199924076,0.46358118011802707
2023-03-14,151.23260498046875,152.58999633789062,153.39999389648438,150.10000610351562,151.27999877929688,73695900,0.3509234258215954,0.35671534861130705,0.356034701121122,0.37720615950663317,0.38099901004535364
2023-03-15,151.6290740966797,152.99000549316406,153.25,149.9199981689453,151.19000244140625,77167900,0.34967365030123987,0.354627750842764,0.35356308324326036,0.38267898935423417,0.40764337075720014
2023-03-16,154.463623046875,155.85000610351562,156.4600067138672,151.63999938964844,152.16000366210938,76161100,0.36314401819357855,0.3993042544201908,0.37717974090438555,0.4218088355043548,0.3999171200761267
2023-03-17,153.62118530273438,155.0,156.74000549316406,154.27999877929688,156.0800018310547,98944600,0.41758087491702844,0.403201245168183,0.4134285301845575,0.4101792547494256,0.5747592261470811
2023-03-20,155.9998321533203,157.39999389648438,157.82000732421875,154.14999389648438,155.07000732421875,73641400,0.4035551218705946,0.4182325862118945,0.41164348446790267,0.443015398766583,0.38058077339247476
2023-03-21,157.86312866210938,159.27999877929688,159.39999389648438,156.5399932861328,157.32000732421875,73938300,0.43480078126862387,0.44022265727410503,0.4444596224544506,0.4687371771325275,0.38285920389228667
2023-03-22,156.42601013183594,157.8300018310547,162.13999938964844,157.80999755859375,159.3000030517578,75701800,0.4622969022073964,0.4783577380166737,0.4618975496895341,0.44889866475686513,0.3963924210914057
2023-03-23,157.5162353515625,158.92999267578125,161.5500030517578,157.67999267578125,158.8300018310547,67622100,0.4557700141812864,0.47014623696698155,0.4601125039728793,0.4639484771117657,0.33438826174707803
2023-03-24,158.82449340820312,160.25,160.33999633789062,157.85000610351562,158.86000061035156,59196500,0.45618660602140504,0.4533055029438209,0.4624468912234623,0.4820085024581806,0.2697296426186986
2023-03-27,156.8720245361328,158.27999877929688,160.77000427246094,157.8699951171875,159.94000244140625,52390300,0.47118454796024145,0.45929030383042346,0.4627213524780187,0.4550554156641933,0.2174984076310922
2023-03-28,156.24761962890625,157.64999389648438,158.49000549316406,155.97999572753906,157.97000122070312,45992200,0.4438272203354454,0.42755754352816555,0.4367705170787184,0.44643583913366647,0.16839895939651137
2023-03-29,159.3398895263672,160.77000427246094,161.0500030517578,159.35000610351562,159.3699951171875,51305700,0.46326887920160975,0.46318729457841523,0.48304279898520597,0.489123076876506,0.20917511453545032
2023-03-30,160.9157257080078,162.36000061035156,162.47000122070312,161.27000427246094,161.52999877929688,49501700,0.49326476307928346,0.48295066547753573,0.5094055357787484,0.5108770275070504,0.1953310976218066
2023-03-31,163.43313598632812,164.89999389648438,165.0,161.91000366210938,162.44000244140625,68749800,0.5059019472913848,0.5181628969740768,0.518193114709929,0.5456286097790899,0.3430423071315104
2023-04-03,164.6918182373047,166.1699981689453,166.2899932861328,164.22000122070312,164.27000427246094,56976200,0.5313151090295645,0.5361168748937486,0.5499107791410285,0.5630045052986661,0.25269091160242185
2023-04-04,164.15663146972656,165.6300048828125,166.83999633789062,165.11000061035156,166.60000610351562,46278300,0.5636717506339728,0.5437717539951856,0.5621310093658332,0.5556164459632946,0.17059450997245004
2023-04-05,162.30325317382812,163.75999450683594,165.0500030517578,161.8000030517578,164.74000549316406,51511700,0.5378419970556745,0.5188588336869471,0.5166827397602385,0.5300314100558736,0.21075597234266238
2023-04-06,163.1952667236328,164.66000366210938,164.9600067138672,162.0,162.42999267578125,45390100,0.5057629420792191,0.5176062750258217,0.5194288188926557,0.5423451206376415,0.16377840364057736
2023-04-10,160.58865356445312,162.02999877929688,162.02999877929688,160.0800018310547,161.4199981689453,47716900,0.4917371890327853,0.47682676219638664,0.4930660820991133,0.5063620211704467,0.18163442279504868
2023-04-11,159.36959838867188,160.8000030517578,162.36000061035156,160.50999450683594,162.35000610351562,47644200,0.5046521717710293,0.4814196896572487,0.49897014175819066,0.4895335130191871,0.18107651812230927
2023-04-12,158.6758270263672,160.10000610351562,162.05999755859375,159.77999877929688,161.22000122070312,50133100,0.4889598394659316,0.47724428175009526,0.4889468586442829,0.47995632174477554,0.20017650354158192
2023-04-13,164.08726501464844,165.55999755859375,165.8000030517578,161.4199981689453,161.6300048828125,68445600,0.4946535438118047,0.529297247269797,0.5114650427499592,0.5546586224522974,0.3407078559424137
2023-04-14,163.74037170410156,165.2100067138672,166.32000732421875,163.82000732421875,164.58999633789062,49386500,0.5357588259568924,0.5365346068175254,0.5444186208761936,0.549870131198648,0.19444704510049185
2023-04-17,163.76016235351562,165.22999572753906,165.38999938964844,164.02999877929688,165.08999633789062,41516200,0.5427023058231211,0.5235908635423561,0.5473019306358891,0.5501436161156936,0.13404983539126228
2023-04-18,164.9891815185547,166.47000122070312,167.41000366210938,165.64999389648438,166.10000610351562,49923000,0.5567282707677441,0.5517050502557839,0.5695454439746015,0.5671090754925887,0.19856418205956608
2023-04-19,166.1388397216797,167.6300048828125,168.16000366210938,165.5399932861328,165.8000030517578,47720200,0.5525621404683692,0.5621434638386338,0.5680350690249105,0.5829799688999635,0.18165974721623215
2023-04-20,165.1675567626953,166.64999389648438,167.8699951171875,165.55999755859375,166.08999633789062,52456400,0.5565892655555784,0.5581071583260269,0.5683097397918748,0.5695716923486749,0.21800566346146463
2023-04-21,163.55206298828125,165.02000427246094,166.4499969482422,164.49000549316406,165.0500030517578,58337300,0.5421469206690259,0.5383437874269064,0.5536181012016168,0.5472705631169263,0.2631360842305597
2023-04-24,163.8592987060547,165.3300018310547,165.60000610351562,163.88999938964844,165.0,41949600,0.5414525303027655,0.5265137127883841,0.545379654291956,0.551511875769372,0.1373757760400279
2023-04-25,162.3131866455078,163.77000427246094,166.30999755859375,163.72999572753906,165.19000244140625,48714100,0.5440910865556428,0.5363952920529103,0.5431827071810587,0.5301683612815087,0.18928700243267924
2023-04-26,162.30325317382812,163.75999450683594,165.27999877929688,162.8000030517578,163.05999755859375,45498800,0.5145117945180877,0.522059887722069,0.5304133449347337,0.5300314100558736,0.16461257472622762
2023-04-27,166.91189575195312,168.41000366210938,168.55999755859375,165.19000244140625,165.19000244140625,64902300,0.5440910865556428,0.5677105328014596,0.563229482921282,0.5936517261438949,0.31351633425166336
2023-04-28,168.17059326171875,169.67999267578125,169.85000610351562,167.8800048828125,168.49000549316406,55209200,0.5899180960523898,0.5856647230911991,0.6001648443626604,0.6110274128963586,0.23913083516871433
2023-05-01,168.08139038085938,169.58999633789062,170.4499969482422,168.63999938964844,169.27999877929688,52472900,0.6008887010058277,0.5940153265354382,0.6106000288708098,0.6097961044683158,0.2181322855673821
2023-05-02,167.04075622558594,168.5399932861328,170.35000610351562,167.5399932861328,170.08999633789062,48425700,0.6121371044854078,0.5926236654797659,0.5954962793739014,0.5954302131731424,0.18707380150258227
2023-05-03,165.96043395996094,167.4499969482422,170.9199981689453,167.16000366210938,169.5,65136000,0.6039438490988236,0.6005567493702963,0.5902787918760308,0.5805171432767648,0.31530976371547625
