Price,Adj Close,Close,High,Low,Open,Volume,Normalized_Open,Normalized_High,Normalized_Low,Normalized_Close,Normalized_Volume
Ticker,SBUX,SBUX,SBUX,SBUX,SBUX,SBUX,,,,,
Date,,,,,,,,,,,
2023-01-03,96.24755859375,100.83000183105469,101.16999816894531,99.47000122070312,100.55999755859375,6607700,0.4337397898690938,0.4137647258856787,0.40974447927708413,0.45255187791749085,0.16257788620489902
2023-01-04,99.71258544921875,104.45999908447266,104.7300033569336,102.55000305175781,102.69000244140625,8166600,0.5203253595817605,0.5596067846279449,0.532747742793132,0.5972886439721532,0.2359969669710685
2023-01-05,99.68395233154297,104.43000030517578,105.0999984741211,103.48999786376953,104.48999786376953,5575100,0.5934959097448775,0.5747643045656345,0.570287470334788,0.596092520119186,0.11394581051104655
2023-01-06,101.84123229980469,106.69000244140625,107.0,105.01000213623047,105.37999725341797,9644100,0.6296747489665426,0.6526013074673664,0.6309905141401253,0.6862042688723364,0.305582374522557
2023-01-09,99.97986602783203,104.73999786376953,106.68000030517578,104.43000030517578,106.5199966430664,10124800,0.676016190444586,0.6394919405351138,0.6078275025647133,0.6084528722030487,0.328221769047092
2023-01-10,101.1825942993164,106.0,106.43000030517578,104.16999816894531,104.36000061035156,4183600,0.5882114682212443,0.6292502378520433,0.5974440310501721,0.6586922034444833,0.0484107210979188
2023-01-11,101.46896362304688,106.30000305175781,106.44000244140625,104.86000061035156,105.80999755859375,5634400,0.6471544372530333,0.6296599934739153,0.6250000380860334,0.67065405037896,0.1167386461576139
2023-01-12,101.0394058227539,105.8499984741211,106.44000244140625,105.16999816894531,106.29000091552734,4882000,0.6666667700460032,0.6296599934739153,0.637380131826426,0.6527112799772454,0.08130307211921123
2023-01-13,102.35669708251953,107.2300033569336,107.30000305175781,105.06999969482422,105.06999969482422,5529700,0.617073221412797,0.6648914757078361,0.6333865826864549,0.7077354108329517,0.11180761930777236
2023-01-17,101.89851379394531,106.75,107.5999984741211,106.30999755859375,106.94999694824219,7477200,0.6934958787310768,0.6771813313963446,0.6829072623362946,0.6885965165782708,0.20352848645262775
2023-01-18,100.22804260253906,105.0,107.47000122070312,104.91000366210938,107.13999938964844,5725800,0.7012195556900869,0.6718557585198544,0.6269969650001541,0.6188197859327684,0.12104328659768568
2023-01-19,99.52167510986328,104.26000213623047,105.69999694824219,104.23999786376953,105.0,5115800,0.614227705186531,0.5993443284946127,0.6002395459169789,0.5893142821507715,0.0923142858488478
2023-01-20,100.26622772216797,105.04000091552734,105.19999694824219,103.88999938964844,104.4000015258789,6543500,0.5898375217988256,0.5788609231284698,0.5862619715829438,0.6204147191375253,0.15955427661789015
2023-01-23,101.38304138183594,106.20999908447266,106.88999938964844,104.4000015258789,105.04000091552734,6320500,0.6158537587641124,0.6480949332826582,0.606629468291549,0.6670653746176556,0.14905170749167565
2023-01-24,101.79351043701172,106.63999938964844,106.87000274658203,105.41000366210938,106.4000015258789,5517200,0.6711383398498496,0.6472757345908762,0.6469650153882811,0.6842105263157898,0.1112189102760339
2023-01-25,102.1180648803711,106.9800033569336,107.13999938964844,105.9000015258789,106.05999755859375,5416900,0.6573170395094117,0.6583366359657297,0.6665336194559299,0.6977673064550225,0.10649510900536432
2023-01-26,103.8171615600586,108.76000213623047,108.80000305175781,107.05999755859375,107.30000305175781,6324100,0.7077237700004124,0.7263416918062631,0.7128593379184855,0.7687401609534921,0.14922125569281633
2023-01-27,104.06533813476562,109.0199966430664,109.76000213623047,108.33999633789062,108.73999786376953,6851100,0.7662601481033047,0.76566979260302,0.7639774981619678,0.7791067704808072,0.17404122847091072
2023-01-30,103.47351837158203,108.4000015258789,108.87000274658203,107.41999816894531,108.26000213623047,6880700,0.7467481254483435,0.7292093560554442,0.7272363585729988,0.7543860663130819,0.17543529145806744
2023-01-31,104.17989349365234,109.13999938964844,109.1500015258789,107.5,108.26000213623047,5816300,0.7467481254483435,0.7406800130521698,0.730431319760283,0.7838915700950779,0.12530553998747226
2023-02-01,104.99125671386719,109.98999786376953,110.77999877929688,107.9800033569336,108.97000122070312,5841200,0.7756098786398962,0.807455802027087,0.7496007821957238,0.8177830641395558,0.12647824837869534
2023-02-02,104.18943786621094,109.1500015258789,110.83000183105469,108.0,110.04000091552734,9852900,0.8191058038916736,0.8095042675844861,0.7503993701484108,0.7842903794468685,0.3154161701887166
2023-02-03,99.55984497070312,104.30000305175781,106.44000244140625,103.04000091552734,104.58000183105469,15200500,0.597154607828938,0.6296599934739153,0.5523163468607817,0.5909092153555284,0.5672706036386929
2023-02-06,100.24713134765625,105.0199966430664,106.16999816894531,103.30000305175781,104.0,6392200,0.5735772961610186,0.6185987795470997,0.5626998183753229,0.619617100433945,0.1524285424977276
2023-02-07,101.97488403320312,106.83000183105469,107.37999725341797,104.55999755859375,104.83000183105469,6207500,0.6073172100853164,0.6681685830269282,0.6130190859778497,0.6917863829877846,0.1437297778447598
2023-02-08,101.46896362304688,106.30000305175781,106.54000091552734,105.6500015258789,106.31999969482422,5557500,0.6678862326946868,0.6337566120367515,0.6565495942618669,0.67065405037896,0.11311690819435874
2023-02-09,101.7375717163086,106.05000305175781,106.61000061035156,105.5999984741211,105.7300033569336,5608400,0.6439026402358792,0.6366242762859327,0.6545526673477462,0.6606859460010308,0.11551413137159786
2023-02-10,102.73529052734375,107.08999633789062,107.26000213623047,105.47000122070312,105.5199966430664,6298600,0.6353657814190736,0.66325276577231,0.6493610839346098,0.7021529925150998,0.14802028926806984
2023-02-13,104.10712432861328,108.5199966430664,108.93000030517578,107.27999877929688,107.44999694824219,5192400,0.7138210832438325,0.7316672646827533,0.7216453288393843,0.7591705617249489,0.09592189479534119
2023-02-14,103.58909606933594,107.9800033569336,108.47000122070312,106.69999694824219,107.93000030517578,5109400,0.7333334160368024,0.7128225692521384,0.6984823172639723,0.7376397239667383,0.0920128668245977
2023-02-15,104.56761169433594,109.0,109.0,107.26000213623047,107.5,4059100,0.7158537277503116,0.7345349289319354,0.7208467408866972,0.7783094559796306,0.04254717914180353
2023-02-16,103.1669692993164,107.54000091552734,109.0999984741211,107.41000366210938,107.76000213623047,4596800,0.7264229209355877,0.7386315474947707,0.72683721694079,0.7200957629168143,0.06787108685106605
2023-02-17,102.744873046875,107.0999984741211,107.45999908447266,106.2300033569336,106.73999786376953,6876400,0.6849593300522798,0.6714460028979823,0.6797126058372789,0.7025518018668904,0.17523277555114938
2023-02-21,100.51920318603516,104.77999877929688,105.94999694824219,104.70999908447266,105.5,5438000,0.6345529096992877,0.6095860311776833,0.6190095620319416,0.6100478054078065,0.1074888498509389
2023-02-22,100.50961303710938,104.7699966430664,105.94000244140625,104.38999938964844,105.41000366210938,7523700,0.6308945217532349,0.6091765881077733,0.6062300219710708,0.6096489960560159,0.2057184840506949
2023-02-23,99.30086517333984,103.51000213623047,105.51000213623047,102.62999725341797,105.51000213623047,6857900,0.6349595006281845,0.5915608469908125,0.5359423992921477,0.5594099690169849,0.17436148618417643
